"CountryName","intl_travel.CountryCode","intl_travel.Date","International.Travel","intl_travel.PolicyValue","intl_travel.Flag","intl_travel.Notes","intl_travel.region","intl_travel.value","dom_move.CountryCode","dom_move.Date","Domestic.Movement","dom_move.PolicyValue","dom_move.Flag","dom_move.Notes","dom_move.region","dom_move.value","stayhome.CountryCode","stayhome.Date","Stay.Home","stayhome.PolicyValue","stayhome.Flag","stayhome.Notes","stayhome.region","stayhome.value","gathering.CountryCode","gathering.Date","Gathering.Restrictions","gathering.PolicyValue","gathering.Flag","gathering.Notes","gathering.region","gathering.value","public_transport.CountryCode","public_transport.Date","Public.Transport","public_transport.PolicyValue","public_transport.Flag","public_transport.Notes","public_transport.region","public_transport.value","Current","Change"
"Seychelles","SYC",20201116,"C8: International travel controls",3,NA,"List of countries has changed a bit: https://archive.vn/WbBlC  but a ban is still in place for some countries","seychelles","ban arrivals from some regions","SYC",20201116,"C7: Restrictions on internal movement",0,NA,"no policy change","seychelles","no measures","SYC",20201116,"C6: Stay at home requirements",0,NA,"no policy change","seychelles","no measures","SYC",20201116,"C4: Restrictions on gatherings",1,"National","I'm not certain that this specifies 1G - there is no hard restriction, they just recommend against gatherings. So it's grey, but no policy has changed","seychelles","restrictions on gatherings > 1000 people","SYC",20201116,"C5: Close public transport",0,NA,"no policy change","seychelles","no measures",16,290.74
"Sierra Leone","SLE",20201116,"C8: International travel controls",1,NA,"Enhanced screening measures and COVID-19 test requirement. See: https://web.archive.org/web/20201123092033/https://lr.usembassy.gov/covid-19-information/","sierra leone","screening arrivals","SLE",20201116,"C7: Restrictions on internal movement",0,NA,"There are no restrictions on inter-district travel and there is no longer a curfew in place. See: https://web.archive.org/web/20201123092033/https://lr.usembassy.gov/covid-19-information/  ","sierra leone","no measures","SLE",20201116,"C6: Stay at home requirements",1,"National","Citizens are required to observe social distancing protocols, wear cloth face coverings in public, stay home if they are sick. See: https://web.archive.org/web/20201123092033/https://lr.usembassy.gov/covid-19-information/","sierra leone","recommend not leaving house","SLE",20201103,"C4: Restrictions on gatherings",3,"National","Update on time length allowed for religious activities.  Published 3 November, 2020  ""This is to inform that with immediate effect, religious activities in churches, mosques and temples, can now be  conducted for a maximum period of 180 minutes (two and half hours)."" (was 90 minutes previously)    https://web.archive.org/web/20201103145931/http://dhse.gov.sl/wp-content/uploads/2020/11/Public-Notice-for-Places-of-Worship-Final.pdf","sierra leone","restrictions on gatherings between 11-100 people","SLE",20201116,"C5: Close public transport",1,"National","As of a recent update on the US embassy website, the government has imposed restrictions on the number of passengers traveling by public transportation. See: https://web.archive.org/web/20201123092033/https://lr.usembassy.gov/covid-19-information/","sierra leone","recommend closing/ significantly reduce volume",507,0.81
"Singapore","SGP",20201124,"C8: International travel controls",3,NA,"Update from Ministry of Health on quarantine rules for travellers from Malaysia and Japan (which are included in the Safe Travel Lanes scheme).    ""The Multi-Ministry Taskforce has been closely monitoring the global COVID-19 situation and will be tightening border measures given the resurgence of cases in Malaysia and Japan. All travellers entering Singapore from 22 November 2020, 2359 hours, who have a travel history in the past 14 days to Malaysia will now be required to serve a 14-day Stay-Home Notice (SHN) at dedicated SHN facilities. All travellers [except Singapore Citizens (SCs) and Permanent Residents (PRs)] entering Singapore from 27 November 2020, 2359 hours, who have a travel history in the past 14 days to Malaysia will be required to take a COVID-19 polymerase chain reaction (PCR) test within 72 hours before departure.""    http://archive.today/2020.11.23-163758/https://www.moh.gov.sg/news-highlights/details/updated-border-measures-for-travellers-from-malaysia-and-japan ","singapore","ban arrivals from some regions","SGP",20201124,"C7: Restrictions on internal movement",0,NA,"Is a curfew in place? No    Are there restrictions on intercity or interstate travel? No    While there are no movement restrictions in place, there are still certain rules that must be followed. All persons in Singapore must?wear a mask whenever outside of their residence?in public places including public transport, supermarkets, wet markets, convenience stores, pharmacies, and shopping malls.    source: https://web.archive.org/web/20201207191002/https://sg.usembassy.gov/u-s-citizen-services/covid-19-information/  ","singapore","no measures","SGP",20201124,"C6: Stay at home requirements",1,"National","The Multi-Ministry Taskforce regularly reviews our border measures to manage the risk of importation and onward local transmission from travellers. Given the surveillance regime that we have put in place for travellers serving Stay-Home Notice (SHN) at their own residence, we will also adopt a risk-based approach and allow more travellers to serve their 14-day SHN at a suitable place of residence.     https://web.archive.org/web/20201207185849/https://www.moh.gov.sg/news-highlights/details/updates-to-stay-home-notice-and-charging-policy-for-travellers","singapore","recommend not leaving house","SGP",20201124,"C4: Restrictions on gatherings",2,"National","Old - On Sept. 7, organizers opened up applications for planners seeking permission to hold gatherings of up to 250 people beginning Oct. 1.    source:  https://web.archive.org/web/20201207183005/https://www.northstarmeetingsgroup.com/coronavirus-countries-cities-reopening-COVID-19-new-cases","singapore","restrictions on gatherings between 101-1000 people","SGP",20201124,"C5: Close public transport",0,NA,"No restriction on public transport! They are not able to fill in existing running capacity post lockdown.    source: https://web.archive.org/web/20201207184951/https://www.channelnewsasia.com/news/commentary/public-transport-mrt-bus-capacity-breakdown-covid-car-share-13329340","singapore","no measures",80,-1.74
"Slovakia","SVK",20201126,"C8: International travel controls",2,NA,"There are new entry and exit requirements as of 26 November, quarantine is still required based on risk level.    https://web.archive.org/web/20201205231632/https://sk.usembassy.gov/covid-19-information/","slovakia","quarantine arrivals from some/ all regions","SVK",20201201,"C7: Restrictions on internal movement",2,"Regional","No change in policy since November’s extension of the state of emergency, restrictions are expected to continue through the end of the year.    https://web.archive.org/web/20201205232259/https://korona.gov.sk/  https://web.archive.org/web/20201205231632/https://sk.usembassy.gov/covid-19-information/","slovakia","restrictions in place","SVK",20201201,"C6: Stay at home requirements",2,"National","No change in policy since November’s extension of the state of emergency, restrictions are expected to continue through the end of the year.    https://web.archive.org/web/20201205232259/https://korona.gov.sk/  https://web.archive.org/web/20201205231632/https://sk.usembassy.gov/covid-19-information/","slovakia","require not leaving house except for essentials","SVK",20201201,"C4: Restrictions on gatherings",0,NA,"Per the above update on mass gatherings over 6 people, detail found in 27.4:    https://web.archive.org/web/20201205234812/https://www.uvzsr.sk/docs/info/ut/ciastka_17_2020.pdf","slovakia","no restrictions","SVK",20201201,"C5: Close public transport",0,NA,"No change in policy since November’s extension of the state of emergency, restrictions are expected to continue through the end of the year.    https://web.archive.org/web/20201205232259/https://korona.gov.sk/  https://web.archive.org/web/20201205231632/https://sk.usembassy.gov/covid-19-information/","slovakia","no measures",30753,-28.89
"Slovenia","SVN",20201202,"C8: International travel controls",2,NA,"No changes found  Links -   http://web.archive.org/web/20201207211050/https://si.usembassy.gov/covid-19-information/  http://web.archive.org/web/20201207211120/https://www.gov.si/en/topics/coronavirus-disease-covid-19/","slovenia","quarantine arrivals from some/ all regions","SVN",20201202,"C7: Restrictions on internal movement",2,"National","No changes found  Links -   http://web.archive.org/web/20201207211050/https://si.usembassy.gov/covid-19-information/  http://web.archive.org/web/20201207211120/https://www.gov.si/en/topics/coronavirus-disease-covid-19/","slovenia","restrictions in place","SVN",20201116,"C6: Stay at home requirements",0,NA,"No changes found","slovenia","no measures","SVN",20201105,"C4: Restrictions on gatherings",4,"National","No new restrictions / changes    - Movement of people on the entire territory of the Republic of Slovenia is temporarily prohibited between 22:00 and 6:00  - A temporary ban on gathering is being imposed throughout the Republic of Slovenia.  - Restriction of movement between municipalities - Movement between municipalities is prohibited with certain exceptions for which adequate proof must be submitted  - Mandatory use of face masks    Link 1 - https://web.archive.org/web/20201116221949/https://www.gov.si/en/news/  Link 2 - https://web.archive.org/web/20201116222013/https://www.gov.si/en/topics/coronavirus-disease-covid-19/measures-to-contain-the-spread-of-covid-19-infections/","slovenia","restrictions on gatherings of <= 10 people","SVN",20201125,"C5: Close public transport",0,NA,"Bus and train service is currently closed as per US embassy in Slovenia, but Taxis and airports are currently open. Last updated on November 25, 2020    https://web.archive.org/web/20201127154941/https://si.usembassy.gov/covid-19-information/","slovenia","no measures",20834,2.35
"Solomon Islands","SLB",20201115,"C8: International travel controls",4,NA,"No change  Foreign nationals are banned from entering the Solomon Islands. Honiara International Airport remains closed to scheduled international flights until at least 10 January, 2021.    https://web.archive.org/web/20201129191741/https://www.worldnomads.com/travel-safety/oceania/solomon-islands/latest-travel-alerts-and-warnings","solomon islands","ban on all regions/total border closure","SLB",20201115,"C7: Restrictions on internal movement",1,"Regional","No change   The government is also strongly advising people in the provinces to avoid travelling to the capital Honiara unless it is absolutely necessary.    https://web.archive.org/web/20201129194927/https://www.rnz.co.nz/international/pacific-news/428243/early-childhood-centres-closed-under-new-solomons-covid-restrictions","solomon islands","recommend not to travel between regions","SLB",20201023,"C6: Stay at home requirements",0,NA,"No measures found. ","solomon islands","no measures","SLB",20201115,"C4: Restrictions on gatherings",0,NA,"No change  All public gatherings are discouraged but large meetings, church gatherings and sporting events can be held subject to Ministry of Health approval and the observation of Covid-19 safety measures.    https://web.archive.org/web/20201129194927/https://www.rnz.co.nz/international/pacific-news/428243/early-childhood-centres-closed-under-new-solomons-covid-restrictions","solomon islands","no restrictions","SLB",20201115,"C5: Close public transport",1,"National","No change    Limiting of passenger numbers on public transportation  https://web.archive.org/web/20201129194927/https://www.rnz.co.nz/international/pacific-news/428243/early-childhood-centres-closed-under-new-solomons-covid-restrictions","solomon islands","recommend closing/ significantly reduce volume",12,8.39
"Somalia","SOM",20201129,"C8: International travel controls",1,NA,"No policy change identified following a review of previously used sources and a recent web search.","somalia","screening arrivals","SOM",20201129,"C7: Restrictions on internal movement",0,NA,"No policy change identified following a review of previously used sources and a recent web search.","somalia","no measures","SOM",20201129,"C6: Stay at home requirements",1,"National","No policy change identified following a review of previously used sources and a recent web search.","somalia","recommend not leaving house","SOM",20201129,"C4: Restrictions on gatherings",4,"National","No policy change identified following a review of previously used sources and a recent web search.","somalia","restrictions on gatherings of <= 10 people","SOM",20201129,"C5: Close public transport",0,NA,"No policy change identified following a review of previously used sources and a recent web search.","somalia","no measures",929,4.28
"South Africa","ZAF",20201117,"C8: International travel controls",2,NA,"Per US Embassy, On November 11, President Ramaphosa announced that the Government of South Africa is opening up international travel to all countries subject to the necessary health protocols and the presentation of a negative COVID-19 certificate.  https://web.archive.org/web/20201129221233/https://za.usembassy.gov/covid-19-information-2/","south africa","quarantine arrivals from some/ all regions","ZAF",20201117,"C7: Restrictions on internal movement",0,NA,"No change.   https://web.archive.org/web/20201129221233/https://za.usembassy.gov/covid-19-information-2/","south africa","no measures","ZAF",20201130,"C6: Stay at home requirements",3,"Regional","""A 10 p.m. to 4 a.m. curfew will be reinstated in Nelson Mandela Bay in the Eastern Cape province, Ramaphosa said in a televised address on Thursday.""    https://web.archive.org/web/20201207065904/https://www.bloomberg.com/tosv2.html?vid=&uuid=b1891d10-3859-11eb-8a9c-03e7ee6fcdf8&url=L25ld3MvYXJ0aWNsZXMvMjAyMC0xMi0wMy9yYW1hcGhvc2EtcmVpbnN0YXRlcy1jdXJicy1pbi1zb3V0aC1hZnJpY2FuLXZpcnVzLWhvdHNwb3Q=","south africa","require not leaving house with min exceptions","ZAF",20201130,"C4: Restrictions on gatherings",3,"National","""Several of the most severe outbreaks emanated from large events, and it’s been decided to halve the permitted size of outdoor public gatherings to 250 people in virus hotspots, according to the president. Indoor meetings will be restricted to 100 people, down from a previous limit of 250, he said. All post-funeral gatherings will be prohibited.  ...  All post-funeral gatherings will be prohibited.""    https://web.archive.org/web/20201207065904/https://www.bloomberg.com/tosv2.html?vid=&uuid=b1891d10-3859-11eb-8a9c-03e7ee6fcdf8&url=L25ld3MvYXJ0aWNsZXMvMjAyMC0xMi0wMy9yYW1hcGhvc2EtcmVpbnN0YXRlcy1jdXJicy1pbi1zb3V0aC1hZnJpY2FuLXZpcnVzLWhvdHNwb3Q=","south africa","restrictions on gatherings between 11-100 people","ZAF",20201117,"C5: Close public transport",1,"National","Per US embassy, Public rail, minibus taxi, and bus services have resumed at reduced levels subject to social distancing and mandatory use of face masks for passengers and drivers.  Minibus taxis and buses must reduce their maximum licensed passenger seating capacity to 70% a vehicle, e-hailing services that are licensed to carry up to four passengers are limited to carrying 50% of their permissible passenger carrying capacity.  Transport services are required to provide adequate sanitizers for washing of hands of all passengers.  Operators must ensure that their vehicles are sanitised before picking up and after dropping off passengers.  https://web.archive.org/web/20201129221233/https://za.usembassy.gov/covid-19-information-2/","south africa","recommend closing/ significantly reduce volume",46385,15.13
"South Korea","KOR",20201205,"C8: International travel controls",3,NA,"Current travel restrictions include the visa-free and visa-waiver programs that remain suspended with countries that have banned entry for South Korean citizens.     A 14-day self-quarantine requirement remains in place for all international travelers, regardless of testing outcomes. Moreover, the government is limiting visas and flight capacity for passengers from Bangladesh, Kazakhstan, Kyrgyzstan, Pakistan, the Philippines, and Uzbekistan.     https://archive.vn/pNnW0","south korea","ban arrivals from some regions","KOR",20201124,"C7: Restrictions on internal movement",1,"National","From November 24, Jeju Island will implement special quarantine measures. Incoming visitors with a fever of 37.5? must undergo an examination at the Jeju Airport Screening Clinic and quarantine cover the costs (from November 24 to December 31).    https://archive.vn/DC76k","south korea","recommend not to travel between regions","KOR",20201110,"C6: Stay at home requirements",1,"National","No changes in policy. ","south korea","recommend not leaving house","KOR",20201205,"C4: Restrictions on gatherings",3,"Regional","Note that officials in some regions ""plan to maintain the nationwide alert at Level 1.5 through December 14. Under Level 1.5 restrictions, authorities ban gatherings larger than 100 people at demonstrations, large concerts, academic conferences, and other ""high-risk"" activities. However, some events of more than 500 people can occur if organizers inform local officials and ensure social distancing measures.""     https://archive.vn/pNnW0","south korea","restrictions on gatherings between 11-100 people","KOR",20201208,"C5: Close public transport",2,"Regional","From December 8th, evening subway services will be reduced to 70 percent after 9pm daily.     https://archive.vn/pNnW0","south korea","require closing",8699,122.17
"Spain","ESP",20201130,"C8: International travel controls",3,NA,"no change in policy","spain","ban arrivals from some regions","ESP",20201130,"C7: Restrictions on internal movement",2,"National","no change in policy","spain","restrictions in place","ESP",20201130,"C6: Stay at home requirements",2,"National","no change in policy","spain","require not leaving house except for essentials","ESP",20201130,"C4: Restrictions on gatherings",4,"National","no change in policy","spain","restrictions on gatherings of <= 10 people","ESP",20201130,"C5: Close public transport",0,NA,"no change in policy","spain","no measures",1505306,10.87
"Sri Lanka","LKA",20201102,"C8: International travel controls",2,NA,"As per the US Embassy in Sri Lanka: https://web.archive.org/web/20201115220421/https://lk.usembassy.gov/covid-19-information/    Quarantine Information:  All arriving passengers are required to undergo a mandatory 14-day quarantine followed by an at-home 14-day self-isolation.   COVID-19 Testing:    Visitors are required to show a negative PCR test, taken within 72 hours, prior to boarding a flight to Sri Lanka.  Upon arrival in Sri Lanka another PCR test will be done.  A third test will be required prior to release from quarantine.   ","sri lanka","quarantine arrivals from some/ all regions","LKA",20201102,"C7: Restrictions on internal movement",2,"Regional","Traveling in and out of industrial zones within the country seem to have targeted movement restrictions:  Nov 02, 2020: www.newsfirst.lk: ""Sri Lanka Police introduced a Quarantine Curfew Pass application to be filled by those who require passes in order to resume operations at factories and other production centers""  sources:  - https://web.archive.org/web/20201115210122/https://www.newsfirst.lk/2020/11/02/quarantine-curfew-pass-application-for-industries-available-for-download/    other Govt. notices:  - https://covid19.gov.lk/news/economy/issuing-of-curfew-passes.html (WaybackMachine was returning a 502 error when archiving this website)  - https://covid19.gov.lk/news/economy/issuing-of-curfew-passes-export-processing-zones.html (WaybackMachine was returning a 502 error when archiving this website)    However, internal movements across Sri Lanka, in general, seem to have no other concrete measures.  On Nov 9, according to an AP new report, ""Passenger trains resumed operating after nearly two weeks and the government lifted a curfew that had been in effect in the capital, Colombo, and its suburbs.""  source: https://web.archive.org/web/20201115204723/https://apnews.com/article/virus-outbreak-sri-lanka-asia-arrests-colombo-0511a1a54f569364f2e8bdb901f42c79","sri lanka","restrictions in place","LKA",20201102,"C6: Stay at home requirements",3,"Regional","Pockets of Sri Lanka continue to be under lockdowns and isolation orders:     Sources:  - AP reported on Nov 09: ""[...] the government lifted a curfew that had been in effect in the capital, Colombo, and its suburbs.. Only pockets where infections are high will remain under isolation with no one permitted to enter or leave the area."", https://web.archive.org/web/20201115204723/https://apnews.com/article/virus-outbreak-sri-lanka-asia-arrests-colombo-0511a1a54f569364f2e8bdb901f42c79  - The Hindu, a daily newspaper in India reported on Nov 8, 2020: https://web.archive.org/web/20201115213247/https://www.thehindu.com/news/international/coronavirus-sri-lanka-to-lift-capital-district-lockdown-on-monday/article33052113.ece  ""“The curfew which was in force on the Western province will be lifted at 5 a.m. tomorrow”, Army Commander Shavendra Silva, who heads the national operations center to prevent COVID-19, said. However, Silva said that several areas in the province would still be under isolation.  The capital city and the adjoining Gampaha district was under quarantine curfew continuously over the last 10 days.""","sri lanka","require not leaving house with min exceptions","LKA",20201102,"C4: Restrictions on gatherings",4,"Regional","Pockets of Sri Lanka continue to be under lockdowns and isolation orders:     Sources:  - AP reported on Nov 09: ""[...] the government lifted a curfew that had been in effect in the capital, Colombo, and its suburbs.. Only pockets where infections are high will remain under isolation with no one permitted to enter or leave the area."", https://web.archive.org/web/20201115204723/https://apnews.com/article/virus-outbreak-sri-lanka-asia-arrests-colombo-0511a1a54f569364f2e8bdb901f42c79  - The Hindu, a daily newspaper in India reported on Nov 8, 2020: https://web.archive.org/web/20201115213247/https://www.thehindu.com/news/international/coronavirus-sri-lanka-to-lift-capital-district-lockdown-on-monday/article33052113.ece  ""“The curfew which was in force on the Western province will be lifted at 5 a.m. tomorrow”, Army Commander Shavendra Silva, who heads the national operations center to prevent COVID-19, said. However, Silva said that several areas in the province would still be under isolation.  The capital city and the adjoining Gampaha district was under quarantine curfew continuously over the last 10 days.""  ","sri lanka","restrictions on gatherings of <= 10 people","LKA",20201102,"C5: Close public transport",0,NA,"source: https://web.archive.org/web/20201115211023/https://www.newsfirst.lk/2020/11/10/public-transport-services-operate-despite-low-passenger-numbers/    Public transportation was operating within the country, except for ""isolated"" regions.  ""all buses were prepared for operation, however, only 10% was added to service due to low passenger numbers""  ""Deputy General Manager of the Sri Lanka Transport Board A. H. Panduka said more than 2300 SLTB buses were deployed for operations, however, these buses did not operate inside isolated areas.""  ""Railways Superintendent W. D. R. Pathmalal said Sri Lanka Railways was able to operate all 136 Train Operations on Monday (09) for the benefit of the general public.""  ""Ascertain areas in Panadura are in lock-down, 12 new train operations will be introduced to transport passengers between Fort and Panadura""","sri lanka","no measures",7978,19.11
"Sudan","SDN",20201125,"C8: International travel controls",1,NA,"No change.  All arrivals must present a negative PCR test taken within 96 hours of arrival.  Source: http://web.archive.org/web/20201207153107/https://sd.usembassy.gov/covid-19-information/","sudan","screening arrivals","SDN",20201125,"C7: Restrictions on internal movement",1,"National","No change.  The Higher Committee for Public Health Emergencies also announced that the state of health emergency continues and reminded the community of the importance of observing health measures necessary to limit the transmission and spread of the epidemic.  Source: http://web.archive.org/web/20201207153107/https://sd.usembassy.gov/covid-19-information/","sudan","recommend not to travel between regions","SDN",20201125,"C6: Stay at home requirements",0,NA,"No curfew is in place.  Source: http://web.archive.org/web/20201207153107/https://sd.usembassy.gov/covid-19-information/","sudan","no measures","SDN",20201125,"C4: Restrictions on gatherings",0,NA,"No change.  The Higher Committee for Public Health Emergencies also announced that the state of health emergency continues and reminded the community of the importance of observing health measures necessary to limit the transmission and spread of the epidemic.  Source: http://web.archive.org/web/20201207153107/https://sd.usembassy.gov/covid-19-information/","sudan","no restrictions","SDN",20201125,"C5: Close public transport",0,NA,"Interstate and intercity public transportation is fully operational.  Source: http://web.archive.org/web/20201207153107/https://sd.usembassy.gov/covid-19-information/","sudan","no measures",7262,47.14
"Suriname","SUR",20201122,"C8: International travel controls",4,NA,"Restrictions in response to coronavirus  Restrictions include enhanced medical screening and border closures, which is stopping people travelling into and out of the country and limiting those who wish to leave.   Although I have two websites which indicate that borders are closed, I also have one which says the border is partially open.  Sources for border closure: http://web.archive.org/web/20201127104117/https://www.gov.uk/foreign-travel-advice/suriname/entry-requirements  http://web.archive.org/web/20201127104343/https://www.tripsguard.com/destination/suriname/  Source for partial closure: http://web.archive.org/web/20201127104810/https://sr.usembassy.gov/covid-19-information/","suriname","ban on all regions/total border closure","SUR",20201122,"C7: Restrictions on internal movement",0,NA,"Are there restrictions on intercity or interstate travel? No.  Source: http://web.archive.org/web/20201127104810/https://sr.usembassy.gov/covid-19-information/","suriname","no measures","SUR",20201122,"C6: Stay at home requirements",2,"National","There is a curfew in place from 11pm to 5am daily.  Source: http://web.archive.org/web/20201127104810/https://sr.usembassy.gov/covid-19-information/","suriname","require not leaving house except for essentials","SUR",20201122,"C4: Restrictions on gatherings",3,"National","Gatherings are limited to thirty people. Funerals and religious services may be held with larger groups, as long as there is no more than one person per 5 square meters.  Source: http://web.archive.org/web/20201127104810/https://sr.usembassy.gov/covid-19-information/","suriname","restrictions on gatherings between 11-100 people","SUR",20201122,"C5: Close public transport",0,NA,"s public transportation operating? Yes  Taxis and buses are available.  Source: http://web.archive.org/web/20201127104810/https://sr.usembassy.gov/covid-19-information/","suriname","no measures",-8,-90.91
"Sweden","SWE",20201201,"C8: International travel controls",3,NA,"No change since last entry","sweden","ban arrivals from some regions","SWE",20201201,"C7: Restrictions on internal movement",1,"Regional","No change since last entry","sweden","recommend not to travel between regions","SWE",20201201,"C6: Stay at home requirements",1,"National","No change in policy, but the wording of the Public Health Agency in its recommendations has gradually become more urgent, especially in the regional recommendations. ","sweden","recommend not leaving house","SWE",20201201,"C4: Restrictions on gatherings",0,NA,"There is a ban on public gatherings of over 8 people. However, the restrictions for gatherings are part of the Public Order Act and explicitly only for *public* gatherings (as cited in the C3 notes), not *private* gatherings under the definition of C4. There is no policy for private gatherings for 2 reasons. First, the rationale of the Swedish government is that it is better to issue recommendations and call on people to follow these and be responsible voluntarily, rather than impose them through legislation. With respect to gatherings, most Swedish regions have recommendations in place which ask everyone to refrain from close contact with people they don't live with and non-essential visits to indoor environments like shops, gyms, and museums, all of which are not covered under the Public Order Act. Prime Minister Stefan Löfven has said that ""it's not possible to legislate common sense"" but has also made clear that the rules for gathering under the Public Order Act should also set a ""norm"" for private gatherings, urging people to cancel dinners, parties and trips to gyms or libraries, but these kinds of gatherings are not covered by legislation. A second reason is that the Swedish constitution in its current form does not allow for limits on the number of people who meet privately.     See eg: https://web.archive.org/web/20201130183955/https://www.thelocal.se/20201116/breaking-sweden-introduces-limit-of-eight-coronavirus","sweden","no restrictions","SWE",20201201,"C5: Close public transport",1,"National","No change: public transportation is operating but services may be limited, both as regards the number of passengers allowed and frequency of departures.     http://web.archive.org/web/20201207171523/https://www.krisinformation.se/en/hazards-and-risks/disasters-and-incidents/2020/official-information-on-the-new-coronavirus/domestic-travel-and-public-transport","sweden","recommend closing/ significantly reduce volume",290532,36.34
"Switzerland","CHE",20201201,"C8: International travel controls",3,NA,"No change since last entry","switzerland","ban arrivals from some regions","CHE",20201201,"C7: Restrictions on internal movement",0,NA,"No measures found","switzerland","no measures","CHE",20201019,"C6: Stay at home requirements",1,"National","From 18 Oct, working from home is explicitly recommended.     http://web.archive.org/web/20201207193013/https://www.bag.admin.ch/bag/en/home/das-bag/aktuell/medienmitteilungen.msg-id-80771.html","switzerland","recommend not leaving house","CHE",20201102,"C4: Restrictions on gatherings",4,"National","Private gatherings can have a maximum of 10 people, preferably from no more than two households. Outdoors 'spontaneous' gatherings can have a maximum of 15 people.     In Geneva, Jura, Neuchâtel, Solothurn and Ticino public and private gatherings are limited to max 5 people.      http://web.archive.org/web/20201207170557/https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html    http://web.archive.org/web/20201207195443/https://www.thelocal.ch/20201111/what-are-the-coronavirus-shutdown-measurers-in-every-swiss-canton","switzerland","restrictions on gatherings of <= 10 people","CHE",20201102,"C5: Close public transport",0,NA,"No restrictions found","switzerland","no measures",73075,-23.68
"Syria","SYR",20201202,"C8: International travel controls",3,NA,"Unable to find any updates since last week - https://web.archive.org/web/20201201022737/https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-covid-19-humanitarian-update-no-21-30-november-2020","syria","ban arrivals from some regions","SYR",20201202,"C7: Restrictions on internal movement",2,"Regional","Unable to find any updates since last week - https://web.archive.org/web/20201201022737/https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-covid-19-humanitarian-update-no-21-30-november-2020","syria","restrictions in place","SYR",20201202,"C6: Stay at home requirements",1,"National","Unable to find any updates since last week - https://web.archive.org/web/20201201022737/https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-covid-19-humanitarian-update-no-21-30-november-2020","syria","recommend not leaving house","SYR",20201202,"C4: Restrictions on gatherings",2,"Regional","Unable to find any updates since last week - https://web.archive.org/web/20201201022737/https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-covid-19-humanitarian-update-no-21-30-november-2020","syria","restrictions on gatherings between 101-1000 people","SYR",20201202,"C5: Close public transport",1,"National","Unable to find any updates since last week - https://web.archive.org/web/20201201022737/https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-covid-19-humanitarian-update-no-21-30-november-2020","syria","recommend closing/ significantly reduce volume",4063,6.92
"Taiwan","TWN",20201120,"C8: International travel controls",3,NA,"'Starting from November 20, Indonesian migrant workers [to Taiwan] are required to undergo quarantine at group quarantine facilities after entry, and entry of migrant workers arranged by four Indonesian employment agencies is temporarily suspended.'    https://archive.vn/tpNXl","taiwan","ban arrivals from some regions","TWN",20201021,"C7: Restrictions on internal movement",0,NA,"The regulations related to internal travel in Taiwan did not change in last week.    https://web.archive.org/web/20201029041803/https://covid19.mohw.gov.tw/ch/cp-4840-53633-205.html","taiwan","no measures","TWN",20201021,"C6: Stay at home requirements",0,NA,"There is no regulations about staying at home at present.    https://web.archive.org/web/20201029041803/https://covid19.mohw.gov.tw/ch/cp-4840-53633-205.html","taiwan","no measures","TWN",20201117,"C4: Restrictions on gatherings",0,NA,"No change in policy.","taiwan","no restrictions","TWN",20201021,"C5: Close public transport",0,NA,"There is no regulations to restrict public transportation in Taiwan.    https://web.archive.org/web/20201029041803/https://covid19.mohw.gov.tw/ch/cp-4840-53633-205.html","taiwan","no measures",129,74.32
"Tajikistan","TJK",20201129,"C8: International travel controls",2,NA,"No policy changes with the newest updated information.  Link:  https://web.archive.org/web/20201204213251/https://tj.usembassy.gov/covid-19-information/","tajikistan","quarantine arrivals from some/ all regions","TJK",20201111,"C7: Restrictions on internal movement",0,NA,"No changes found","tajikistan","no measures","TJK",20201111,"C6: Stay at home requirements",0,NA,"No changes found","tajikistan","no measures","TJK",20201129,"C4: Restrictions on gatherings",2,"National","No policy changes with the newest updated information.  Link:  https://web.archive.org/web/20201204213251/https://tj.usembassy.gov/covid-19-information/","tajikistan","restrictions on gatherings between 101-1000 people","TJK",20201107,"C5: Close public transport",0,NA,"No change","tajikistan","no measures",497,-6.55
"Tanzania","TZA",20201122,"C8: International travel controls",1,NA,"No policy change","tanzania","screening arrivals","TZA",20201122,"C7: Restrictions on internal movement",0,NA,"No policy change","tanzania","no measures","TZA",20201122,"C6: Stay at home requirements",0,NA,"No policy change","tanzania","no measures","TZA",20201122,"C4: Restrictions on gatherings",0,NA,"No policy change","tanzania","no restrictions","TZA",20201122,"C5: Close public transport",0,NA,"No policy change","tanzania","no measures",305,0
